GeoKey;Latitude;Longitude
United StatesMinnesotaEdina55436;44.9037924;-93.3691241
United StatesMinnesotaMedford55049;44.1721853;-93.2460463
United StatesMinnesotaMinneapolis55402;44.9754085;-93.2722029
United StatesMinnesotaWoodbury55125;44.915423;-92.9475662
United StatesMississippiBiloxi39530;30.3960318;-88.8853078
United StatesMississippiGulfport39501;30.3750806;-89.1038783
United StatesMississippiTupelo38804;34.2576066;-88.7033859
United StatesMissouriBranson65616;36.6436731;-93.2185144
United StatesMissouriFerguson63135;38.7469318;-90.2901815
United StatesMissouriJefferson City65101;38.5767017;-92.1735164
United StatesMissouriKansas City64106;39.1015411;-94.5676009
United StatesMissouriOdessa64076;38.9991748;-93.9535558
United StatesMissouriSaint Ann63074;38.7257164;-90.3842527
United StatesMissouriSaint Louis63103;38.629185;-90.2174318
United StatesMontanaBillings59101;45.7832856;-108.5006904
United StatesMontanaGreat Falls59401;47.5154575;-111.2803565
United StatesMontanaMissoula59801;46.8556636;-114.0079154
United StatesNevadaFernley89408;39.6079683;-119.2518349
United StatesNevadaLas Vegas89106;36.1821091;-115.1592718
United StatesNevadaNorth Las Vegas89030;36.2040034;-115.1296249
United StatesNevadaReno89502;39.4835647;-119.7310213
United StatesNevadaSparks89431;39.533804;-119.7541856
United StatesNew HampshireHooksett03106;43.0967495;-71.4650684
United StatesNew HampshireNashua03064;42.7773453;-71.4714928
United StatesNew HampshirePlaistow03865;42.8377374;-71.1032591
United StatesNew HampshireTilton03276;43.4294845;-71.5842643
United StatesNew MexicoLas Cruces88001;32.3001619;-106.7529514
United StatesNew MexicoRio Rancho87124;35.242082;-106.7824429
United StatesNew MexicoSanta Fe87501;35.6869752;-105.937799
United StatesNew YorkCentral Valley10917;41.3281101;-74.1063776
United StatesNew YorkCheektowaga14227;42.8795568;-78.7362845
United StatesNew YorkClay13041;43.192952;-76.2131474
United StatesNew YorkEndicott13760;42.098408;-76.0493684
United StatesNew YorkLake George12845;43.4261809;-73.7123408
United StatesNew YorkMelville11747;40.7934322;-73.4151214
United StatesNew YorkNew Hartford13413;43.073403;-75.2876661
United StatesNew YorkNew York10007;40.7144684;-74.0057745
United StatesNew YorkValley Stream11580;40.6642699;-73.7084645
United StatesNorth CarolinaCharlotte28202;35.2326781;-80.8460822
United StatesNorth CarolinaGreensboro27412;36.0671639;-79.8065606
United StatesNorth CarolinaKannapolis28081;35.4871817;-80.6548882
United StatesNorth CarolinaRaleigh27603;35.6728251;-78.6682395
United StatesNorth CarolinaRocky Mount27803;35.9267047;-77.8595963
United StatesNorth CarolinaSmithfield27577;35.5084935;-78.3394455
United StatesNorth CarolinaWinston-Salem27104;36.0937141;-80.3268812
United StatesOhioBurbank44214;40.988667;-81.9948684
United StatesOhioCincinnati45202;39.1031971;-84.5064881
United StatesOhioColumbus43215;39.9650459;-83.0039075
United StatesOhioEuclid44119;41.5867536;-81.5514154
United StatesOhioHeath43056;40.0228421;-82.4445991
United StatesOhioHolland43528;41.621718;-83.711604
United StatesOhioMansfield44903;40.75839;-82.5154471
United StatesOhioMentor44060;41.6661573;-81.339552
United StatesOhioNorth Randall44128;41.4347758;-81.5256766
United StatesOhioOberlin44074;41.2939386;-82.2173786
United StatesOhioSpringdale45246;39.287002;-84.4852213
United StatesOregonAlbany97321;44.6365107;-123.1059282
United StatesOregonBeaverton97005;45.4923824;-122.8029665
United StatesOregonClackamas97015-6403;45.4076205;-122.5703692
United StatesOregonClackamas97015;45.4076205;-122.5703692
United StatesOregonCorvallis97330;44.5645659;-123.2620435
United StatesOregonHillsboro97123;45.5228939;-122.989827
United StatesOregonKlamath Falls97601;42.224867;-121.7816704
United StatesOregonLake Oswego97034;45.4031666;-122.688201
United StatesOregonLebanon97355;44.5365119;-122.9070339
United StatesOregonMedford97504;42.3265152;-122.8755949
United StatesOregonMilwaukie97222;45.4462305;-122.6392606
United StatesOregonOregon City97045;45.3573429;-122.6067583
United StatesOregonPortland97205;45.5205043;-122.707349
United StatesOregonSalem97301;44.9464822;-123.0018941
United StatesOregonSpringfield97477;44.059912;-123.0179348
United StatesOregonTigard97223;45.4312294;-122.7714861
United StatesOregonTroutdale97060;45.5392862;-122.3873133
United StatesOregonW. Linn97068;45.3656761;-122.6123141
United StatesOregonWoodburn97071;45.143731;-122.8553725
United StatesRhode IslandWarwick02889;41.7070269;-71.4002502
United StatesRhode IslandWoonsocket02895;41.9995834;-71.5130445
United StatesSouth CarolinaBluffton29910;32.2371465;-80.8603868
United StatesSouth CarolinaGaffney29340;35.0717945;-81.6498195
United StatesSouth CarolinaMyrtle Beach29577;33.7070405;-78.8948741
United StatesSouth DakotaDenby57716;43.1197744;-102.1861447
United StatesSouth DakotaNorth Sioux City57049;42.5272168;-96.4830864
United StatesTennesseeCrossville38555;35.9489566;-85.0269014
United StatesTennesseeLa Vergne37086;36.0290209;-86.5501654
United StatesTennesseeMaryville37801;35.7564719;-83.9704593
United StatesTennesseeMemphis38103;35.1543632;-90.0606637
United StatesTennesseeMillington38054;35.3353;-89.8776
United StatesTennesseeNashville37203;36.1523805;-86.7893889
United StatesTennesseePigeon Forge37863;35.7884241;-83.5543329
United StatesTexasArlington76010;32.7272701;-97.0767365
United StatesTexasAustin78701;30.2729209;-97.7443863
United StatesTexasBaytown77520;29.7291996;-95.0078451
United StatesTexasCarrollton75006;32.9666594;-96.9101806
United StatesTexasCedar Park78613;30.5119418;-97.8177601
United StatesTexasCollege Station77840;30.616559;-96.3119743
United StatesTexasCorpus Christi78404;27.767874;-97.4002872
United StatesTexasDallas75201;32.788993;-96.7989312
United StatesTexasFort Worth76102;32.7579468;-97.3246534
United StatesTexasGarland75040;32.9368872;-96.6317461
United StatesTexasHouston77003;29.7476265;-95.3494719
United StatesTexasHumble77338;29.9988312;-95.2621553
United StatesTexasIrving75061;32.8237425;-96.9584922
United StatesTexasKilleen76541;31.1168297;-97.725376
United StatesTexasLa Marque77568;29.3685674;-94.9713134
United StatesTexasLaredo78040;27.5165805;-99.5117328
United StatesTexasMesquite75149;32.7594756;-96.5890166
United StatesTexasPlano75074;33.0243206;-96.6745042
United StatesTexasRound Rock78664;30.5041381;-97.6602365
United StatesTexasSan Antonio78204;29.4043236;-98.5034561
United StatesTexasSugar Land77478;29.6185208;-95.6090009
United StatesUtahBountiful84010;40.8893895;-111.880771
United StatesUtahCedar City84720;37.6774769;-113.0618931
United StatesUtahOgden84401;41.223;-111.9738304
United StatesUtahPark City84098;40.734179;-111.5945271
United StatesUtahRiverton84065;40.521893;-111.9391023
United StatesUtahSalt Lake City84101;40.7582151;-111.9015732
United StatesUtahSandy84070;40.5749102;-111.8866683
United StatesUtahTooele84074;40.5307776;-112.29828
United StatesVirginiaChantilly20151;38.8942786;-77.4310992
United StatesVirginiaFalls Church22046;38.882334;-77.1710914
United StatesVirginiaLeesburg20176;39.1156615;-77.5636015
United StatesVirginiaNewport News23607;36.9749224;-76.4447397
United StatesVirginiaVirginia Beach23451;36.8538052;-75.9985693
United StatesWashingtonBallard98107;47.6683603;-122.3769582
United StatesWashingtonBellevue98004;47.6264794;-122.2051487
United StatesWashingtonBellingham98225;48.7685948;-122.4857716
United StatesWashingtonBothell98011;47.759038;-122.2021071
United StatesWashingtonBremerton98312;47.570017;-122.652625
United StatesWashingtonBurien98168;47.4826332;-122.2973219
United StatesWashingtonChehalis98532;46.6620478;-122.9640175
United StatesWashingtonEdmonds98020;47.8040624;-122.3735496
United StatesWashingtonEllensburg98926;46.9965144;-120.5478474
United StatesWashingtonEverett98201;47.9929345;-122.1932443
United StatesWashingtonFederal Way98003;47.3165043;-122.3223975
United StatesWashingtonIssaquah98027;47.5301011;-122.0326191
United StatesWashingtonKelso98626;46.146779;-122.9084445
United StatesWashingtonKennewick99337;46.2112458;-119.1372338
United StatesWashingtonKent98031;47.4045455;-122.1984312
United StatesWashingtonKirkland98033;47.6814875;-122.2087353
United StatesWashingtonLacey98503;47.0180992;-122.7982856
United StatesWashingtonLongview98632;46.1381676;-122.9381672
United StatesWashingtonLynnwood98036;47.8209301;-122.3151313
United StatesWashingtonMarysville98270;48.0563616;-122.1492224
United StatesWashingtonNorth Bend98045;47.4956579;-121.7867775
United StatesWashingtonOlympia98501;47.0378741;-122.9006951
United StatesWashingtonPort Orchard98366;47.5403732;-122.6362492
United StatesWashingtonPuyallup98371;47.1971241;-122.3213693
United StatesWashingtonRedmond98052;47.6701193;-122.118237
United StatesWashingtonRenton98055;47.4424695;-122.1992495
United StatesWashingtonSeattle98104;47.6011125;-122.3293984
United StatesWashingtonSedro Woolley98284;48.50389;-122.23611
United StatesWashingtonSequim98382;48.0795365;-123.1018437
United StatesWashingtonShelton98584;47.2150945;-123.1007066
United StatesWashingtonSpokane99202;47.6568696;-117.3719973
United StatesWashingtonTacoma98403;47.2649829;-122.4595008
United StatesWashingtonWalla Walla99362;46.0645809;-118.3430209
United StatesWashingtonWashougal98671;45.5826188;-122.3534247
United StatesWashingtonWenatchee98801;47.4234599;-120.3103494
United StatesWashingtonWoodinville98072;47.7542651;-122.1634582
United StatesWashingtonYakima98901;46.6020711;-120.5058987
United StatesWisconsinJohnson Creek53038;43.076113;-88.7742707
United StatesWisconsinMilwaukee53202;43.0463596;-87.8966983
United StatesWisconsinMosinee54455;44.7930232;-89.7031784
United StatesWisconsinRacine53182;42.7006942;-88.0411993
United StatesWyomingCasper82601;42.866632;-106.313081
United StatesWyomingCheyenne82001;41.1399814;-104.8202462
United StatesWyomingRock Springs82901;41.5874644;-109.2029043
